id,source,category,age_range,difficulty,language_style,title,india_concept,bible_reference,memory_verse,kid_friendly_explanation,activity_idea,kid_prompt,answer_key,safety_tag
11,Pew India Survey Dataset,Respect,10–12,1,Hinglish,God cares about sports practice; practice Hard work: Touching elders’ feet (pranam).,Touching elders’ feet (pranam),Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Some families practice: Offering water to a guest. Practice hospitality and generosity. Touching elders’ feet (pranam) ke dauran sports practice mein hard work dikhana seekhein. Buzurgon ko pranam karna chahiye.,Write two sentences on how to apply this today.,What is one way to show hard work during sports practice?,"By practicing touching elders’ feet (pranam) and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
12,Pew India Survey Dataset,Civics,8–10,2,English,Be Self-control in classroom chores: Reading a moral story at bedtime.,Reading a moral story at bedtime,Proverbs 22:1,A good name is more desirable than great riches.,"Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. During classroom chores, practice self-control. Reading a moral story at bedtime is a simple way to show care for others.",Design a poster about the verse.,What is one way to show self-control during classroom chores?,By practicing reading a moral story at bedtime and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
13,Pew India Survey Dataset,Respect,8–10,1,English,Show Kindness when you music practice: Helping serve langar at a gurudwara.,Helping serve langar at a gurudwara,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","Some families practice: Offering water to a guest. Practice hospitality and generosity. During music practice, practice kindness. Helping serve langar at a gurudwara is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show kindness during music practice?,"By practicing helping serve langar at a gurudwara and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
14,Pew India Survey Dataset,Family,6–8,1,Hinglish,God cares about sports practice; practice Honesty: Keeping the temple area clean.,Keeping the temple area clean,Proverbs 22:1,A good name is more desirable than great riches.,Keeping the temple area clean ke dauran sports practice mein honesty dikhana seekhein. Buzurgon ko pranam karna chahiye.,Plant a seed and write a care plan.,What is one way to show honesty during sports practice?,By practicing keeping the temple area clean and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
15,Pew India Survey Dataset,School,8–10,2,Hinglish,God cares about festival time; practice Gratitude: Sharing prasad after worship.,Sharing prasad after worship,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Sharing prasad after worship ke dauran festival time mein gratitude dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Write two sentences on how to apply this today.,What is one way to show gratitude during festival time?,"By practicing sharing prasad after worship and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
16,Pew India Survey Dataset,Travel,6–8,2,English,Be Gratitude in temple/church visits: Listening to grandparents’ stories.,Listening to grandparents’ stories,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","During temple/church visits, practice gratitude. Listening to grandparents’ stories is a simple way to show care for others.",Design a poster about the verse.,What is one way to show gratitude during temple/church visits?,"By practicing listening to grandparents’ stories and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
17,Pew India Survey Dataset,Festival,6–8,1,Hinglish,God cares about market visits; practice Respect: Planting a tulsi and watering daily.,Planting a tulsi and watering daily,Proverbs 15:1,A gentle answer turns away wrath.,Planting a tulsi and watering daily ke dauran market visits mein respect dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Make a thank-you card for a helper.,What is one way to show respect during market visits?,By practicing planting a tulsi and watering daily and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
18,Pew India Survey Dataset,Sports,10–12,1,English,God cares about bus rides; practice Respect: Tying rakhi to show sibling care.,Tying rakhi to show sibling care,Matthew 7:12,Do to others what you would have them do to you.,"During bus rides, practice respect. Tying rakhi to show sibling care is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show respect during bus rides?,By practicing tying rakhi to show sibling care and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
19,Pew India Survey Dataset,Festival,6–8,2,Hinglish,Show Peacemaking when you music practice: Listening to grandparents’ stories.,Listening to grandparents’ stories,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.",Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. Listening to grandparents’ stories ke dauran music practice mein peacemaking dikhana seekhein. Mandir/Gurudwara mein dheere baat karein.,Write two sentences on how to apply this today.,What is one way to show peacemaking during music practice?,"By practicing listening to grandparents’ stories and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
20,Pew India Survey Dataset,Sports,8–10,3,Hinglish,God cares about music practice; practice Stewardship: Lighting a diya in the evening.,Lighting a diya in the evening,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Lighting a diya in the evening ke dauran music practice mein stewardship dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Create a recycling checklist for your class.,What is one way to show stewardship during music practice?,"By practicing lighting a diya in the evening and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
21,Pew India Survey Dataset,Helping,6–8,2,Hinglish,God cares about playground games; practice Kindness: Bringing mithai to celebrate good news.,Bringing mithai to celebrate good news,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.",Bringing mithai to celebrate good news ke dauran playground games mein kindness dikhana seekhein. Mandir/Gurudwara mein dheere baat karein.,Design a poster about the verse.,What is one way to show kindness during playground games?,"By practicing bringing mithai to celebrate good news and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
22,Pew India Survey Dataset,Civics,8–10,2,Hinglish,"In playground games, choose Kindness: Listening to grandparents’ stories.",Listening to grandparents’ stories,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Some families practice: Speaking softly in holy places. Show respect and let others pray or think peacefully. Listening to grandparents’ stories ke dauran playground games mein kindness dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Create a recycling checklist for your class.,What is one way to show kindness during playground games?,"By practicing listening to grandparents’ stories and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
23,Pew India Survey Dataset,Work,6–8,1,English,"In bus rides, choose Kindness: Bringing mithai to celebrate good news.",Bringing mithai to celebrate good news,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","Some families practice: Thanking teachers (Guru) with a small note or flower. Show gratitude for learning. During bus rides, practice kindness. Bringing mithai to celebrate good news is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show kindness during bus rides?,"By practicing bringing mithai to celebrate good news and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
24,Pew India Survey Dataset,Honesty,10–12,1,English,Be Stewardship in family meals: Gifting fruits when visiting someone.,Gifting fruits when visiting someone,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. During family meals, practice stewardship. Gifting fruits when visiting someone is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show stewardship during family meals?,"By practicing gifting fruits when visiting someone and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
25,Pew India Survey Dataset,Family,10–12,1,Hinglish,God cares about rainy season; practice Stewardship: Sharing prasad after worship.,Sharing prasad after worship,Proverbs 15:1,A gentle answer turns away wrath.,Sharing prasad after worship ke dauran rainy season mein stewardship dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Start a 7‑day kindness chart at home.,What is one way to show stewardship during rainy season?,By practicing sharing prasad after worship and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
26,Pew India Survey Dataset,Nature,10–12,1,Hinglish,Be Respect in school line: Helping serve langar at a gurudwara.,Helping serve langar at a gurudwara,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Helping serve langar at a gurudwara ke dauran school line mein respect dikhana seekhein. Mandir/Gurudwara mein dheere baat karein.,Make a thank-you card for a helper.,What is one way to show respect during school line?,"By practicing helping serve langar at a gurudwara and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
27,Pew India Survey Dataset,Sports,6–8,1,English,God cares about library hour; practice Kindness: Reading a moral story at bedtime.,Reading a moral story at bedtime,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","During library hour, practice kindness. Reading a moral story at bedtime is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show kindness during library hour?,"By practicing reading a moral story at bedtime and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
28,Pew India Survey Dataset,Festival,10–12,2,Hinglish,God cares about school line; practice Honesty: Fasting with family and breaking together.,Fasting with family and breaking together,Proverbs 15:1,A gentle answer turns away wrath.,Some families practice: Thanking teachers (Guru) with a small note or flower. Show gratitude for learning. Fasting with family and breaking together ke dauran school line mein honesty dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Draw a comic showing the lesson.,What is one way to show honesty during school line?,By practicing fasting with family and breaking together and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
29,Pew India Survey Dataset,Health,10–12,1,English,Show Mercy when you family meals: Touching elders’ feet (pranam).,Touching elders’ feet (pranam),Proverbs 3:5,Trust in the Lord with all your heart.,"During family meals, practice mercy. Touching elders’ feet (pranam) is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show mercy during family meals?,By practicing touching elders’ feet (pranam) and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
30,Pew India Survey Dataset,Civics,10–12,3,Hinglish,Be Stewardship in homework time: Lighting a diya in the evening.,Lighting a diya in the evening,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. Lighting a diya in the evening ke dauran homework time mein stewardship dikhana seekhein. Buzurgon ko pranam karna chahiye.,Start a 7‑day kindness chart at home.,What is one way to show stewardship during homework time?,"By practicing lighting a diya in the evening and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
31,Pew India Survey Dataset,Nature,6–8,2,Hinglish,"In market visits, choose Respect: Bringing mithai to celebrate good news.",Bringing mithai to celebrate good news,Proverbs 3:5,Trust in the Lord with all your heart.,Some families practice: Speaking softly in holy places. Show respect and let others pray or think peacefully. Bringing mithai to celebrate good news ke dauran market visits mein respect dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Make a thank-you card for a helper.,What is one way to show respect during market visits?,By practicing bringing mithai to celebrate good news and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
32,Pew India Survey Dataset,School,10–12,2,Hinglish,"In market visits, choose Hard work: Sharing prasad after worship.",Sharing prasad after worship,Psalm 24:1,"The earth is the Lord’s, and everything in it.",Sharing prasad after worship ke dauran market visits mein hard work dikhana seekhein. Buzurgon ko pranam karna chahiye.,Write two sentences on how to apply this today.,What is one way to show hard work during market visits?,"By practicing sharing prasad after worship and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
33,Pew India Survey Dataset,Family,6–8,1,English,God cares about music practice; practice Peacemaking: Keeping shoes outside before entering.,Keeping shoes outside before entering,Psalm 24:1,"The earth is the Lord’s, and everything in it.","Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. During music practice, practice peacemaking. Keeping shoes outside before entering is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show peacemaking during music practice?,"By practicing keeping shoes outside before entering and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
34,Pew India Survey Dataset,Festival,6–8,3,English,"In rainy season, choose Respect: Listening to grandparents’ stories.",Listening to grandparents’ stories,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During rainy season, practice respect. Listening to grandparents’ stories is a simple way to show care for others.",Design a poster about the verse.,What is one way to show respect during rainy season?,"By practicing listening to grandparents’ stories and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
35,Pew India Survey Dataset,Civics,8–10,3,Hinglish,God cares about market visits; practice Gratitude: Fasting with family and breaking together.,Fasting with family and breaking together,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.",Fasting with family and breaking together ke dauran market visits mein gratitude dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Plant a seed and write a care plan.,What is one way to show gratitude during market visits?,"By practicing fasting with family and breaking together and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
36,Pew India Survey Dataset,Work,8–10,2,English,Show Respect when you playground games: Helping serve langar at a gurudwara.,Helping serve langar at a gurudwara,Proverbs 3:5,Trust in the Lord with all your heart.,"Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. During playground games, practice respect. Helping serve langar at a gurudwara is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show respect during playground games?,By practicing helping serve langar at a gurudwara and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
37,Pew India Survey Dataset,Sports,10–12,1,Hinglish,Be Humility in homework time: Planting a tulsi and watering daily.,Planting a tulsi and watering daily,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Planting a tulsi and watering daily ke dauran homework time mein humility dikhana seekhein. Buzurgon ko pranam karna chahiye.,Plant a seed and write a care plan.,What is one way to show humility during homework time?,"By practicing planting a tulsi and watering daily and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
38,Pew India Survey Dataset,Festival,8–10,2,Hinglish,God cares about temple/church visits; practice Honesty: Planting a tulsi and watering daily.,Planting a tulsi and watering daily,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. Planting a tulsi and watering daily ke dauran temple/church visits mein honesty dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Draw a comic showing the lesson.,What is one way to show honesty during temple/church visits?,"By practicing planting a tulsi and watering daily and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
39,Pew India Survey Dataset,Festival,10–12,3,English,"In music practice, choose Stewardship: Helping serve langar at a gurudwara.",Helping serve langar at a gurudwara,Proverbs 15:1,A gentle answer turns away wrath.,"During music practice, practice stewardship. Helping serve langar at a gurudwara is a simple way to show care for others.",Design a poster about the verse.,What is one way to show stewardship during music practice?,By practicing helping serve langar at a gurudwara and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
40,Pew India Survey Dataset,Creativity,10–12,3,Hinglish,Be Stewardship in sports practice: Reading a moral story at bedtime.,Reading a moral story at bedtime,Proverbs 15:1,A gentle answer turns away wrath.,Reading a moral story at bedtime ke dauran sports practice mein stewardship dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Make a thank-you card for a helper.,What is one way to show stewardship during sports practice?,By practicing reading a moral story at bedtime and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
41,Pew India Survey Dataset,Family,8–10,3,English,"In bus rides, choose Hard work: Helping serve langar at a gurudwara.",Helping serve langar at a gurudwara,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During bus rides, practice hard work. Helping serve langar at a gurudwara is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show hard work during bus rides?,"By practicing helping serve langar at a gurudwara and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
42,Pew India Survey Dataset,Travel,10–12,2,English,Be Courage in rainy season: Gifting fruits when visiting someone.,Gifting fruits when visiting someone,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During rainy season, practice courage. Gifting fruits when visiting someone is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show courage during rainy season?,"By practicing gifting fruits when visiting someone and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
43,Pew India Survey Dataset,Travel,10–12,1,English,God cares about school line; practice Mercy: Listening to grandparents’ stories.,Listening to grandparents’ stories,Proverbs 3:5,Trust in the Lord with all your heart.,"During school line, practice mercy. Listening to grandparents’ stories is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show mercy during school line?,By practicing listening to grandparents’ stories and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
44,Pew India Survey Dataset,Respect,6–8,1,English,Show Respect when you library hour: Listening to grandparents’ stories.,Listening to grandparents’ stories,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During library hour, practice respect. Listening to grandparents’ stories is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show respect during library hour?,"By practicing listening to grandparents’ stories and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
45,Pew India Survey Dataset,Travel,10–12,1,Hinglish,"In homework time, choose Mercy: Touching elders’ feet (pranam).",Touching elders’ feet (pranam),Proverbs 3:5,Trust in the Lord with all your heart.,Touching elders’ feet (pranam) ke dauran homework time mein mercy dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Plant a seed and write a care plan.,What is one way to show mercy during homework time?,By practicing touching elders’ feet (pranam) and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
46,Pew India Survey Dataset,Festival,6–8,1,Hinglish,Be Self-control in music practice: Tying rakhi to show sibling care.,Tying rakhi to show sibling care,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Some families practice: Thanking teachers (Guru) with a small note or flower. Show gratitude for learning. Tying rakhi to show sibling care ke dauran music practice mein self-control dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Create a recycling checklist for your class.,What is one way to show self-control during music practice?,"By practicing tying rakhi to show sibling care and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
47,Pew India Survey Dataset,Civics,8–10,1,Hinglish,"In morning assembly, choose Respect: Listening to grandparents’ stories.",Listening to grandparents’ stories,Proverbs 15:1,A gentle answer turns away wrath.,Listening to grandparents’ stories ke dauran morning assembly mein respect dikhana seekhein. Mandir/Gurudwara mein dheere baat karein.,Make a thank-you card for a helper.,What is one way to show respect during morning assembly?,By practicing listening to grandparents’ stories and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
48,Pew India Survey Dataset,Helping,8–10,1,Hinglish,Be Peacemaking in bus rides: Keeping shoes outside before entering.,Keeping shoes outside before entering,Proverbs 3:5,Trust in the Lord with all your heart.,Some families practice: Speaking softly in holy places. Show respect and let others pray or think peacefully. Keeping shoes outside before entering ke dauran bus rides mein peacemaking dikhana seekhein. Dhanyavaad aur kripya bolna chahiye.,Draw a comic showing the lesson.,What is one way to show peacemaking during bus rides?,By practicing keeping shoes outside before entering and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
49,Pew India Survey Dataset,Honesty,6–8,3,Hinglish,"In bus rides, choose Respect: Gifting fruits when visiting someone.",Gifting fruits when visiting someone,Proverbs 3:5,Trust in the Lord with all your heart.,Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. Gifting fruits when visiting someone ke dauran bus rides mein respect dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Plant a seed and write a care plan.,What is one way to show respect during bus rides?,By practicing gifting fruits when visiting someone and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
50,Pew India Survey Dataset,Work,10–12,1,English,Show Honesty when you festival time: Touching elders’ feet (pranam).,Touching elders’ feet (pranam),Proverbs 22:1,A good name is more desirable than great riches.,"Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. During festival time, practice honesty. Touching elders’ feet (pranam) is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show honesty during festival time?,By practicing touching elders’ feet (pranam) and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
51,Pew India Survey Dataset,Honesty,8–10,1,Hinglish,"In park clean-ups, choose Self-control: Bringing mithai to celebrate good news.",Bringing mithai to celebrate good news,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Some families practice: Starting a journey at an auspicious time. Plan kindly and be on time; wish safety for all travelers. Bringing mithai to celebrate good news ke dauran park clean-ups mein self-control dikhana seekhein. Sabke saath meetha baantna accha hota hai.,Start a 7‑day kindness chart at home.,What is one way to show self-control during park clean-ups?,"By practicing bringing mithai to celebrate good news and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
52,Pew India Survey Dataset,Respect,6–8,3,English,Show Gratitude when you family meals: Sharing prasad after worship.,Sharing prasad after worship,Psalm 24:1,"The earth is the Lord’s, and everything in it.","During family meals, practice gratitude. Sharing prasad after worship is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show gratitude during family meals?,"By practicing sharing prasad after worship and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
53,Pew India Survey Dataset,Civics,6–8,2,English,Be Mercy in family meals: Helping serve langar at a gurudwara.,Helping serve langar at a gurudwara,Proverbs 22:1,A good name is more desirable than great riches.,"Some families practice: Avoiding waste of food as a sign of respect. Share extra and avoid littering to care for others. During family meals, practice mercy. Helping serve langar at a gurudwara is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show mercy during family meals?,By practicing helping serve langar at a gurudwara and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
54,Pew India Survey Dataset,Festival,10–12,3,English,Show Courage when you music practice: Keeping shoes outside before entering.,Keeping shoes outside before entering,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","During music practice, practice courage. Keeping shoes outside before entering is a simple way to show care for others.",Design a poster about the verse.,What is one way to show courage during music practice?,"By practicing keeping shoes outside before entering and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
55,Pew India Survey Dataset,Creativity,8–10,2,Hinglish,Be Courage in classroom chores: Planting a tulsi and watering daily.,Planting a tulsi and watering daily,Proverbs 3:5,Trust in the Lord with all your heart.,Planting a tulsi and watering daily ke dauran classroom chores mein courage dikhana seekhein. Buzurgon ko pranam karna chahiye.,Draw a comic showing the lesson.,What is one way to show courage during classroom chores?,By practicing planting a tulsi and watering daily and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
56,Pew India Survey Dataset,Travel,6–8,2,Hinglish,Show Respect when you rainy season: Tying rakhi to show sibling care.,Tying rakhi to show sibling care,Proverbs 3:5,Trust in the Lord with all your heart.,Tying rakhi to show sibling care ke dauran rainy season mein respect dikhana seekhein. Ghar ke andar jute nahi pehne chahiye.,Create a recycling checklist for your class.,What is one way to show respect during rainy season?,By practicing tying rakhi to show sibling care and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
